,X,Y,DC,# of Radars,Longitude,Latitude
579,621,442,214.0,5.0,103.0,38.0
580,459,136,214.0,5.0,106.0,33.5
581,378,510,214.0,5.0,107.5,39.0
582,81,544,213.0,5.0,113.0,39.5
583,162,170,213.0,5.0,111.5,34.0
584,621,442,213.0,5.0,103.0,38.0
585,459,136,213.0,5.0,106.0,33.5
586,378,510,213.0,5.0,107.5,39.0
587,81,544,212.0,5.0,113.0,39.5
588,162,170,212.0,5.0,111.5,34.0
589,621,442,212.0,5.0,103.0,38.0
590,459,136,212.0,5.0,106.0,33.5
591,378,510,212.0,5.0,107.5,39.0
592,189,612,211.0,6.0,111.0,40.5
593,540,510,211.0,6.0,104.5,39.0
594,162,340,211.0,6.0,111.5,36.5
595,486,510,211.0,6.0,105.5,39.0
596,513,170,211.0,6.0,105.0,34.0
597,189,102,211.0,6.0,111.0,33.0
598,189,612,210.0,6.0,111.0,40.5
599,540,510,210.0,6.0,104.5,39.0
600,162,340,210.0,6.0,111.5,36.5
601,486,510,210.0,6.0,105.5,39.0
602,513,170,210.0,6.0,105.0,34.0
603,189,102,210.0,6.0,111.0,33.0
604,189,612,209.0,6.0,111.0,40.5
605,540,510,209.0,6.0,104.5,39.0
606,162,340,209.0,6.0,111.5,36.5
607,486,510,209.0,6.0,105.5,39.0
608,513,170,209.0,6.0,105.0,34.0
609,189,102,209.0,6.0,111.0,33.0
610,189,612,208.0,6.0,111.0,40.5
611,540,510,208.0,6.0,104.5,39.0
612,162,340,208.0,6.0,111.5,36.5
613,486,510,208.0,6.0,105.5,39.0
614,513,170,208.0,6.0,105.0,34.0
615,189,102,208.0,6.0,111.0,33.0
616,189,612,207.0,6.0,111.0,40.5
617,540,510,207.0,6.0,104.5,39.0
618,162,340,207.0,6.0,111.5,36.5
619,486,510,207.0,6.0,105.5,39.0
620,513,170,207.0,6.0,105.0,34.0
621,189,102,207.0,6.0,111.0,33.0
622,189,612,206.0,6.0,111.0,40.5
623,540,510,206.0,6.0,104.5,39.0
624,162,340,206.0,6.0,111.5,36.5
625,486,510,206.0,6.0,105.5,39.0
626,513,170,206.0,6.0,105.0,34.0
627,189,102,206.0,6.0,111.0,33.0
628,189,612,205.0,6.0,111.0,40.5
629,540,510,205.0,6.0,104.5,39.0
630,162,340,205.0,6.0,111.5,36.5
631,486,510,205.0,6.0,105.5,39.0
632,513,170,205.0,6.0,105.0,34.0
633,189,102,205.0,6.0,111.0,33.0
634,189,612,204.0,6.0,111.0,40.5
635,540,510,204.0,6.0,104.5,39.0
636,162,340,204.0,6.0,111.5,36.5
637,486,510,204.0,6.0,105.5,39.0
638,513,170,204.0,6.0,105.0,34.0
639,189,102,204.0,6.0,111.0,33.0
640,189,612,203.0,6.0,111.0,40.5
641,540,510,203.0,6.0,104.5,39.0
642,162,340,203.0,6.0,111.5,36.5
643,486,510,203.0,6.0,105.5,39.0
644,513,170,203.0,6.0,105.0,34.0
645,189,102,203.0,6.0,111.0,33.0
646,189,612,202.0,6.0,111.0,40.5
647,540,510,202.0,6.0,104.5,39.0
648,162,340,202.0,6.0,111.5,36.5
649,486,510,202.0,6.0,105.5,39.0
650,513,170,202.0,6.0,105.0,34.0
651,189,102,202.0,6.0,111.0,33.0
652,189,612,201.0,6.0,111.0,40.5
653,486,170,201.0,6.0,105.5,34.0
654,540,510,201.0,6.0,104.5,39.0
655,162,340,201.0,6.0,111.5,36.5
656,189,102,201.0,6.0,111.0,33.0
657,459,204,201.0,6.0,106.0,34.5
658,513,612,200.0,6.0,105.0,40.5
659,162,612,200.0,6.0,111.5,40.5
660,513,374,200.0,6.0,105.0,37.0
661,459,102,200.0,6.0,106.0,33.0
662,135,136,200.0,6.0,112.0,33.5
663,189,340,200.0,6.0,111.0,36.5
664,513,612,199.0,6.0,105.0,40.5
665,162,612,199.0,6.0,111.5,40.5
666,513,374,199.0,6.0,105.0,37.0
667,459,102,199.0,6.0,106.0,33.0
668,135,136,199.0,6.0,112.0,33.5
669,189,340,199.0,6.0,111.0,36.5
670,513,612,198.0,6.0,105.0,40.5
671,162,612,198.0,6.0,111.5,40.5
672,513,374,198.0,6.0,105.0,37.0
673,459,102,198.0,6.0,106.0,33.0
674,135,136,198.0,6.0,112.0,33.5
675,189,340,198.0,6.0,111.0,36.5
676,513,612,197.0,6.0,105.0,40.5
677,162,612,197.0,6.0,111.5,40.5
678,513,374,197.0,6.0,105.0,37.0
679,459,102,197.0,6.0,106.0,33.0
680,135,136,197.0,6.0,112.0,33.5
681,189,340,197.0,6.0,111.0,36.5
682,513,612,196.0,6.0,105.0,40.5
683,162,612,196.0,6.0,111.5,40.5
684,513,374,196.0,6.0,105.0,37.0
685,459,102,196.0,6.0,106.0,33.0
686,135,136,196.0,6.0,112.0,33.5
687,189,340,196.0,6.0,111.0,36.5
688,513,612,195.0,6.0,105.0,40.5
689,162,612,195.0,6.0,111.5,40.5
690,513,374,195.0,6.0,105.0,37.0
691,459,102,195.0,6.0,106.0,33.0
692,135,136,195.0,6.0,112.0,33.5
693,189,340,195.0,6.0,111.0,36.5
694,513,612,194.0,6.0,105.0,40.5
695,162,612,194.0,6.0,111.5,40.5
696,513,374,194.0,6.0,105.0,37.0
697,459,102,194.0,6.0,106.0,33.0
698,135,136,194.0,6.0,112.0,33.5
699,189,340,194.0,6.0,111.0,36.5
700,513,612,193.0,6.0,105.0,40.5
701,162,612,193.0,6.0,111.5,40.5
702,513,374,193.0,6.0,105.0,37.0
703,459,102,193.0,6.0,106.0,33.0
704,135,136,193.0,6.0,112.0,33.5
705,189,340,193.0,6.0,111.0,36.5
706,594,476,192.0,6.0,103.5,38.5
707,162,68,192.0,6.0,111.5,32.5
708,486,170,192.0,6.0,105.5,34.0
709,162,204,192.0,6.0,111.5,34.5
710,351,510,192.0,6.0,108.0,39.0
711,108,544,192.0,6.0,112.5,39.5
712,108,204,191.0,6.0,112.5,34.5
713,351,476,191.0,6.0,108.0,38.5
714,108,578,191.0,6.0,112.5,40.0
715,567,544,191.0,6.0,104.0,39.5
716,324,102,191.0,6.0,108.5,33.0
717,594,204,191.0,6.0,103.5,34.5
718,108,204,190.0,6.0,112.5,34.5
719,351,476,190.0,6.0,108.0,38.5
720,108,578,190.0,6.0,112.5,40.0
721,567,544,190.0,6.0,104.0,39.5
722,324,102,190.0,6.0,108.5,33.0
723,594,204,190.0,6.0,103.5,34.5
724,108,204,189.0,6.0,112.5,34.5
725,351,476,189.0,6.0,108.0,38.5
726,108,578,189.0,6.0,112.5,40.0
727,567,544,189.0,6.0,104.0,39.5
728,324,102,189.0,6.0,108.5,33.0
729,594,204,189.0,6.0,103.5,34.5
730,81,578,188.0,7.0,113.0,40.0
731,162,102,188.0,7.0,111.5,33.0
732,540,544,188.0,7.0,104.5,39.5
733,270,578,188.0,7.0,109.5,40.0
734,162,306,188.0,7.0,111.5,36.0
735,513,340,188.0,7.0,105.0,36.5
736,459,102,188.0,7.0,106.0,33.0
737,81,578,187.0,7.0,113.0,40.0
738,162,102,187.0,7.0,111.5,33.0
739,540,544,187.0,7.0,104.5,39.5
740,270,578,187.0,7.0,109.5,40.0
741,162,306,187.0,7.0,111.5,36.0
742,513,340,187.0,7.0,105.0,36.5
743,459,102,187.0,7.0,106.0,33.0
744,81,578,186.0,7.0,113.0,40.0
745,162,102,186.0,7.0,111.5,33.0
746,540,544,186.0,7.0,104.5,39.5
747,270,578,186.0,7.0,109.5,40.0
748,162,306,186.0,7.0,111.5,36.0
749,513,340,186.0,7.0,105.0,36.5
750,459,102,186.0,7.0,106.0,33.0
751,81,578,185.0,7.0,113.0,40.0
752,162,102,185.0,7.0,111.5,33.0
753,540,544,185.0,7.0,104.5,39.5
754,270,578,185.0,7.0,109.5,40.0
755,162,306,185.0,7.0,111.5,36.0
756,513,340,185.0,7.0,105.0,36.5
757,459,102,185.0,7.0,106.0,33.0
758,81,578,184.0,7.0,113.0,40.0
759,162,102,184.0,7.0,111.5,33.0
760,540,544,184.0,7.0,104.5,39.5
761,270,578,184.0,7.0,109.5,40.0
762,162,306,184.0,7.0,111.5,36.0
763,513,340,184.0,7.0,105.0,36.5
764,459,102,184.0,7.0,106.0,33.0
765,81,578,183.0,7.0,113.0,40.0
766,162,102,183.0,7.0,111.5,33.0
767,540,544,183.0,7.0,104.5,39.5
768,270,578,183.0,7.0,109.5,40.0
769,162,306,183.0,7.0,111.5,36.0
770,513,340,183.0,7.0,105.0,36.5
771,459,102,183.0,7.0,106.0,33.0
772,81,578,182.0,7.0,113.0,40.0
773,162,102,182.0,7.0,111.5,33.0
774,540,544,182.0,7.0,104.5,39.5
775,270,578,182.0,7.0,109.5,40.0
776,162,306,182.0,7.0,111.5,36.0
777,513,340,182.0,7.0,105.0,36.5
778,459,102,182.0,7.0,106.0,33.0
779,81,578,181.0,7.0,113.0,40.0
780,162,102,181.0,7.0,111.5,33.0
781,540,544,181.0,7.0,104.5,39.5
782,270,578,181.0,7.0,109.5,40.0
783,162,306,181.0,7.0,111.5,36.0
784,513,340,181.0,7.0,105.0,36.5
785,459,102,181.0,7.0,106.0,33.0
786,81,578,180.0,7.0,113.0,40.0
787,162,102,180.0,7.0,111.5,33.0
788,540,544,180.0,7.0,104.5,39.5
789,270,578,180.0,7.0,109.5,40.0
790,162,306,180.0,7.0,111.5,36.0
791,513,340,180.0,7.0,105.0,36.5
792,459,102,180.0,7.0,106.0,33.0
793,81,578,179.0,7.0,113.0,40.0
794,162,102,179.0,7.0,111.5,33.0
795,540,544,179.0,7.0,104.5,39.5
796,270,578,179.0,7.0,109.5,40.0
797,162,306,179.0,7.0,111.5,36.0
798,513,340,179.0,7.0,105.0,36.5
799,459,102,179.0,7.0,106.0,33.0
800,594,510,178.0,7.0,103.5,39.0
801,162,102,178.0,7.0,111.5,33.0
802,162,306,178.0,7.0,111.5,36.0
803,297,578,178.0,7.0,109.0,40.0
804,513,340,178.0,7.0,105.0,36.5
805,54,578,178.0,7.0,113.5,40.0
806,459,102,178.0,7.0,106.0,33.0
807,594,510,177.0,7.0,103.5,39.0
808,162,102,177.0,7.0,111.5,33.0
809,162,306,177.0,7.0,111.5,36.0
810,297,578,177.0,7.0,109.0,40.0
811,513,340,177.0,7.0,105.0,36.5
812,54,578,177.0,7.0,113.5,40.0
813,459,102,177.0,7.0,106.0,33.0
814,594,510,176.0,7.0,103.5,39.0
815,162,102,176.0,7.0,111.5,33.0
816,162,306,176.0,7.0,111.5,36.0
817,297,578,176.0,7.0,109.0,40.0
818,513,340,176.0,7.0,105.0,36.5
819,54,578,176.0,7.0,113.5,40.0
820,459,102,176.0,7.0,106.0,33.0
821,324,408,175.0,7.0,108.5,37.5
822,594,510,175.0,7.0,103.5,39.0
823,27,238,175.0,7.0,114.0,35.0
824,351,510,175.0,7.0,108.0,39.0
825,243,68,175.0,7.0,110.0,32.5
826,513,170,175.0,7.0,105.0,34.0
827,108,578,175.0,7.0,112.5,40.0
828,324,408,174.0,7.0,108.5,37.5
829,594,510,174.0,7.0,103.5,39.0
830,27,238,174.0,7.0,114.0,35.0
831,351,510,174.0,7.0,108.0,39.0
832,243,68,174.0,7.0,110.0,32.5
833,513,170,174.0,7.0,105.0,34.0
834,108,578,174.0,7.0,112.5,40.0
835,513,612,173.0,8.0,105.0,40.5
836,594,442,173.0,8.0,103.5,38.0
837,324,510,173.0,8.0,108.5,39.0
838,27,238,173.0,8.0,114.0,35.0
839,486,136,173.0,8.0,105.5,33.5
840,243,68,173.0,8.0,110.0,32.5
841,297,374,173.0,8.0,109.0,37.0
842,108,578,173.0,8.0,112.5,40.0
843,0,272,172.0,8.0,114.5,35.5
844,594,510,172.0,8.0,103.5,39.0
845,270,306,172.0,8.0,109.5,36.0
846,486,34,172.0,8.0,105.5,32.0
847,162,102,172.0,8.0,111.5,33.0
848,405,544,172.0,8.0,107.0,39.5
849,486,238,172.0,8.0,105.5,35.0
850,108,578,172.0,8.0,112.5,40.0
851,0,272,171.0,8.0,114.5,35.5
852,594,510,171.0,8.0,103.5,39.0
853,270,306,171.0,8.0,109.5,36.0
854,486,34,171.0,8.0,105.5,32.0
855,162,102,171.0,8.0,111.5,33.0
856,405,544,171.0,8.0,107.0,39.5
857,486,238,171.0,8.0,105.5,35.0
858,108,578,171.0,8.0,112.5,40.0
859,0,272,170.0,8.0,114.5,35.5
860,594,510,170.0,8.0,103.5,39.0
861,270,306,170.0,8.0,109.5,36.0
862,486,34,170.0,8.0,105.5,32.0
863,162,102,170.0,8.0,111.5,33.0
864,405,544,170.0,8.0,107.0,39.5
865,486,238,170.0,8.0,105.5,35.0
866,108,578,170.0,8.0,112.5,40.0
867,81,170,169.0,8.0,113.0,34.0
868,594,510,169.0,8.0,103.5,39.0
869,216,102,169.0,8.0,110.5,33.0
870,486,272,169.0,8.0,105.5,35.5
871,513,102,169.0,8.0,105.0,33.0
872,108,578,169.0,8.0,112.5,40.0
873,189,374,169.0,8.0,111.0,37.0
874,378,544,169.0,8.0,107.5,39.5
875,81,170,168.0,8.0,113.0,34.0
876,594,510,168.0,8.0,103.5,39.0
877,216,102,168.0,8.0,110.5,33.0
878,486,272,168.0,8.0,105.5,35.5
879,513,102,168.0,8.0,105.0,33.0
880,108,578,168.0,8.0,112.5,40.0
881,189,374,168.0,8.0,111.0,37.0
882,378,544,168.0,8.0,107.5,39.5
883,81,170,167.0,8.0,113.0,34.0
884,594,510,167.0,8.0,103.5,39.0
885,216,102,167.0,8.0,110.5,33.0
886,486,272,167.0,8.0,105.5,35.5
887,513,102,167.0,8.0,105.0,33.0
888,108,578,167.0,8.0,112.5,40.0
889,189,374,167.0,8.0,111.0,37.0
890,378,544,167.0,8.0,107.5,39.5
891,81,170,166.0,8.0,113.0,34.0
892,594,510,166.0,8.0,103.5,39.0
893,216,102,166.0,8.0,110.5,33.0
894,486,272,166.0,8.0,105.5,35.5
895,513,102,166.0,8.0,105.0,33.0
896,108,578,166.0,8.0,112.5,40.0
897,189,374,166.0,8.0,111.0,37.0
898,378,544,166.0,8.0,107.5,39.5
899,459,340,165.0,8.0,106.0,36.5
900,81,170,165.0,8.0,113.0,34.0
901,540,170,165.0,8.0,104.5,34.0
902,594,510,165.0,8.0,103.5,39.0
903,162,340,165.0,8.0,111.5,36.5
904,297,102,165.0,8.0,109.0,33.0
905,108,578,165.0,8.0,112.5,40.0
906,378,544,165.0,8.0,107.5,39.5
907,459,340,164.0,8.0,106.0,36.5
908,81,170,164.0,8.0,113.0,34.0
909,540,170,164.0,8.0,104.5,34.0
910,594,510,164.0,8.0,103.5,39.0
911,162,340,164.0,8.0,111.5,36.5
912,297,102,164.0,8.0,109.0,33.0
913,108,578,164.0,8.0,112.5,40.0
914,378,544,164.0,8.0,107.5,39.5
915,459,340,163.0,8.0,106.0,36.5
916,81,170,163.0,8.0,113.0,34.0
917,540,170,163.0,8.0,104.5,34.0
918,594,510,163.0,8.0,103.5,39.0
919,162,340,163.0,8.0,111.5,36.5
920,297,102,163.0,8.0,109.0,33.0
921,108,578,163.0,8.0,112.5,40.0
922,378,544,163.0,8.0,107.5,39.5
923,459,340,162.0,8.0,106.0,36.5
924,81,170,162.0,8.0,113.0,34.0
925,540,170,162.0,8.0,104.5,34.0
926,594,510,162.0,8.0,103.5,39.0
927,162,340,162.0,8.0,111.5,36.5
928,297,102,162.0,8.0,109.0,33.0
929,108,578,162.0,8.0,112.5,40.0
930,378,544,162.0,8.0,107.5,39.5
931,324,340,161.0,9.0,108.5,36.5
932,540,340,161.0,9.0,104.5,36.5
933,486,102,161.0,9.0,105.5,33.0
934,297,102,161.0,9.0,109.0,33.0
935,108,272,161.0,9.0,112.5,35.5
936,108,578,161.0,9.0,112.5,40.0
937,567,544,161.0,9.0,104.0,39.5
938,135,102,161.0,9.0,112.0,33.0
939,378,544,161.0,9.0,107.5,39.5
940,324,340,160.0,9.0,108.5,36.5
941,540,340,160.0,9.0,104.5,36.5
942,486,102,160.0,9.0,105.5,33.0
943,297,102,160.0,9.0,109.0,33.0
944,108,272,160.0,9.0,112.5,35.5
945,108,578,160.0,9.0,112.5,40.0
946,567,544,160.0,9.0,104.0,39.5
947,135,102,160.0,9.0,112.0,33.0
948,378,544,160.0,9.0,107.5,39.5
949,324,340,159.0,9.0,108.5,36.5
950,540,340,159.0,9.0,104.5,36.5
951,486,102,159.0,9.0,105.5,33.0
952,297,102,159.0,9.0,109.0,33.0
953,108,272,159.0,9.0,112.5,35.5
954,108,578,159.0,9.0,112.5,40.0
955,567,544,159.0,9.0,104.0,39.5
956,135,102,159.0,9.0,112.0,33.0
957,378,544,159.0,9.0,107.5,39.5
958,135,306,158.0,9.0,112.0,36.0
959,351,68,158.0,9.0,108.0,32.5
960,81,578,158.0,9.0,113.0,40.0
961,270,612,158.0,9.0,109.5,40.5
962,621,340,158.0,9.0,103.0,36.5
963,351,374,158.0,9.0,108.0,37.0
964,513,136,158.0,9.0,105.0,33.5
965,567,578,158.0,9.0,104.0,40.0
966,135,136,158.0,9.0,112.0,33.5
967,135,306,157.0,9.0,112.0,36.0
968,351,68,157.0,9.0,108.0,32.5
969,81,578,157.0,9.0,113.0,40.0
970,270,612,157.0,9.0,109.5,40.5
971,621,340,157.0,9.0,103.0,36.5
972,351,374,157.0,9.0,108.0,37.0
973,513,136,157.0,9.0,105.0,33.5
974,567,578,157.0,9.0,104.0,40.0
975,135,136,157.0,9.0,112.0,33.5
976,135,306,156.0,9.0,112.0,36.0
977,351,68,156.0,9.0,108.0,32.5
978,81,578,156.0,9.0,113.0,40.0
979,270,612,156.0,9.0,109.5,40.5
980,621,340,156.0,9.0,103.0,36.5
981,351,374,156.0,9.0,108.0,37.0
982,513,136,156.0,9.0,105.0,33.5
983,567,578,156.0,9.0,104.0,40.0
984,135,136,156.0,9.0,112.0,33.5
985,135,306,155.0,9.0,112.0,36.0
986,351,68,155.0,9.0,108.0,32.5
987,81,578,155.0,9.0,113.0,40.0
988,270,612,155.0,9.0,109.5,40.5
989,621,340,155.0,9.0,103.0,36.5
990,351,374,155.0,9.0,108.0,37.0
991,513,136,155.0,9.0,105.0,33.5
992,567,578,155.0,9.0,104.0,40.0
993,135,136,155.0,9.0,112.0,33.5
994,135,306,154.0,9.0,112.0,36.0
995,351,68,154.0,9.0,108.0,32.5
996,81,578,154.0,9.0,113.0,40.0
997,270,612,154.0,9.0,109.5,40.5
998,621,340,154.0,9.0,103.0,36.5
999,351,374,154.0,9.0,108.0,37.0
1000,513,136,154.0,9.0,105.0,33.5
1001,567,578,154.0,9.0,104.0,40.0
1002,135,136,154.0,9.0,112.0,33.5
1003,135,306,153.0,9.0,112.0,36.0
1004,351,68,153.0,9.0,108.0,32.5
1005,81,578,153.0,9.0,113.0,40.0
1006,270,612,153.0,9.0,109.5,40.5
1007,621,340,153.0,9.0,103.0,36.5
1008,351,374,153.0,9.0,108.0,37.0
1009,513,136,153.0,9.0,105.0,33.5
1010,567,578,153.0,9.0,104.0,40.0
1011,135,136,153.0,9.0,112.0,33.5
1012,135,306,152.0,9.0,112.0,36.0
1013,351,68,152.0,9.0,108.0,32.5
1014,81,578,152.0,9.0,113.0,40.0
1015,270,612,152.0,9.0,109.5,40.5
1016,621,340,152.0,9.0,103.0,36.5
1017,351,374,152.0,9.0,108.0,37.0
1018,513,136,152.0,9.0,105.0,33.5
1019,567,578,152.0,9.0,104.0,40.0
1020,135,136,152.0,9.0,112.0,33.5
1021,135,340,151.0,9.0,112.0,36.5
1022,270,68,151.0,9.0,109.5,32.5
1023,540,136,151.0,9.0,104.5,33.5
1024,324,544,151.0,9.0,108.5,39.5
1025,81,612,151.0,9.0,113.0,40.5
1026,621,374,151.0,9.0,103.0,37.0
1027,351,340,151.0,9.0,108.0,36.5
1028,54,170,151.0,9.0,113.5,34.0
1029,567,544,151.0,9.0,104.0,39.5
1030,135,340,150.0,9.0,112.0,36.5
1031,270,68,150.0,9.0,109.5,32.5
1032,540,136,150.0,9.0,104.5,33.5
1033,324,544,150.0,9.0,108.5,39.5
1034,81,612,150.0,9.0,113.0,40.5
1035,621,374,150.0,9.0,103.0,37.0
1036,351,340,150.0,9.0,108.0,36.5
1037,54,170,150.0,9.0,113.5,34.0
1038,567,544,150.0,9.0,104.0,39.5
1039,135,340,149.0,9.0,112.0,36.5
1040,270,68,149.0,9.0,109.5,32.5
1041,540,136,149.0,9.0,104.5,33.5
1042,324,544,149.0,9.0,108.5,39.5
1043,81,612,149.0,9.0,113.0,40.5
1044,621,374,149.0,9.0,103.0,37.0
1045,351,340,149.0,9.0,108.0,36.5
1046,54,170,149.0,9.0,113.5,34.0
1047,567,544,149.0,9.0,104.0,39.5
1048,81,170,148.0,10.0,113.0,34.0
1049,594,408,148.0,10.0,103.5,37.5
1050,540,136,148.0,10.0,104.5,33.5
1051,351,272,148.0,10.0,108.0,35.5
1052,405,612,148.0,10.0,107.0,40.5
1053,297,68,148.0,10.0,109.0,32.5
1054,621,544,148.0,10.0,103.0,39.5
1055,351,510,148.0,10.0,108.0,39.0
1056,108,374,148.0,10.0,112.5,37.0
1057,108,612,148.0,10.0,112.5,40.5
1058,81,170,147.0,10.0,113.0,34.0
1059,594,408,147.0,10.0,103.5,37.5
1060,540,136,147.0,10.0,104.5,33.5
1061,351,272,147.0,10.0,108.0,35.5
1062,405,612,147.0,10.0,107.0,40.5
1063,297,68,147.0,10.0,109.0,32.5
1064,621,544,147.0,10.0,103.0,39.5
1065,351,510,147.0,10.0,108.0,39.0
1066,108,374,147.0,10.0,112.5,37.0
1067,108,612,147.0,10.0,112.5,40.5
1068,378,578,146.0,10.0,107.5,40.0
1069,324,306,146.0,10.0,108.5,36.0
1070,135,442,146.0,10.0,112.0,38.0
1071,540,136,146.0,10.0,104.5,33.5
1072,594,544,146.0,10.0,103.5,39.5
1073,540,374,146.0,10.0,104.5,37.0
1074,108,136,146.0,10.0,112.5,33.5
1075,297,68,146.0,10.0,109.0,32.5
1076,108,306,146.0,10.0,112.5,36.0
1077,108,612,146.0,10.0,112.5,40.5
1078,378,578,145.0,10.0,107.5,40.0
1079,324,306,145.0,10.0,108.5,36.0
1080,135,442,145.0,10.0,112.0,38.0
1081,540,136,145.0,10.0,104.5,33.5
1082,594,544,145.0,10.0,103.5,39.5
1083,540,374,145.0,10.0,104.5,37.0
1084,108,136,145.0,10.0,112.5,33.5
1085,297,68,145.0,10.0,109.0,32.5
1086,108,306,145.0,10.0,112.5,36.0
1087,108,612,145.0,10.0,112.5,40.5
1088,378,578,144.0,10.0,107.5,40.0
1089,324,306,144.0,10.0,108.5,36.0
1090,135,442,144.0,10.0,112.0,38.0
1091,540,136,144.0,10.0,104.5,33.5
1092,594,544,144.0,10.0,103.5,39.5
1093,540,374,144.0,10.0,104.5,37.0
1094,108,136,144.0,10.0,112.5,33.5
1095,297,68,144.0,10.0,109.0,32.5
1096,108,306,144.0,10.0,112.5,36.0
1097,108,612,144.0,10.0,112.5,40.5
1098,378,578,143.0,10.0,107.5,40.0
1099,324,306,143.0,10.0,108.5,36.0
1100,135,442,143.0,10.0,112.0,38.0
1101,540,136,143.0,10.0,104.5,33.5
1102,594,544,143.0,10.0,103.5,39.5
1103,540,374,143.0,10.0,104.5,37.0
1104,108,136,143.0,10.0,112.5,33.5
1105,297,68,143.0,10.0,109.0,32.5
1106,108,306,143.0,10.0,112.5,36.0
1107,108,612,143.0,10.0,112.5,40.5
1108,378,578,142.0,10.0,107.5,40.0
1109,324,306,142.0,10.0,108.5,36.0
1110,135,442,142.0,10.0,112.0,38.0
1111,540,136,142.0,10.0,104.5,33.5
1112,594,544,142.0,10.0,103.5,39.5
1113,540,374,142.0,10.0,104.5,37.0
1114,108,136,142.0,10.0,112.5,33.5
1115,297,68,142.0,10.0,109.0,32.5
1116,108,306,142.0,10.0,112.5,36.0
1117,108,612,142.0,10.0,112.5,40.5
1118,378,578,141.0,10.0,107.5,40.0
1119,324,306,141.0,10.0,108.5,36.0
1120,135,442,141.0,10.0,112.0,38.0
1121,540,136,141.0,10.0,104.5,33.5
1122,594,544,141.0,10.0,103.5,39.5
1123,540,374,141.0,10.0,104.5,37.0
1124,108,136,141.0,10.0,112.5,33.5
1125,297,68,141.0,10.0,109.0,32.5
1126,108,306,141.0,10.0,112.5,36.0
1127,108,612,141.0,10.0,112.5,40.5
1128,378,578,140.0,10.0,107.5,40.0
1129,324,306,140.0,10.0,108.5,36.0
1130,135,442,140.0,10.0,112.0,38.0
1131,540,136,140.0,10.0,104.5,33.5
1132,594,544,140.0,10.0,103.5,39.5
1133,540,374,140.0,10.0,104.5,37.0
1134,108,136,140.0,10.0,112.5,33.5
1135,297,68,140.0,10.0,109.0,32.5
1136,108,306,140.0,10.0,112.5,36.0
1137,108,612,140.0,10.0,112.5,40.5
1138,594,374,139.0,10.0,103.5,37.0
1139,540,102,139.0,10.0,104.5,33.0
1140,324,578,139.0,10.0,108.5,40.0
1141,27,374,139.0,10.0,114.0,37.0
1142,108,102,139.0,10.0,112.5,33.0
1143,297,102,139.0,10.0,109.0,33.0
1144,432,340,139.0,10.0,106.5,36.5
1145,108,612,139.0,10.0,112.5,40.5
1146,567,578,139.0,10.0,104.0,40.0
1147,189,340,139.0,10.0,111.0,36.5
1148,378,578,138.0,11.0,107.5,40.0
1149,135,442,138.0,11.0,112.0,38.0
